Plot,Sowing_Date,Harvest_Date,Yield,Latitude,Longitude,polygon_wkt
AEA7,15/10/2022,,4.81,12.9759,103.27279,"POLYGON ((103.27230617014285 12.975942236010644, 103.27223122109083 12.976286125217708, 103.27267913253114 12.976345350048334, 103.27313556862538 12.97641322127583, 103.27318731703097 12.975699535373224, 103.27322196864752 12.975427699508375, 103.27323596964106 12.975295933548146, 103.27285058628851 12.97524789358843, 103.27248667459259 12.97522940564272, 103.27242562142027 12.975595198447149, 103.27238035568136 12.975589692678575, 103.27230617014285 12.975942236010644))"
AEA70,10/05/2022,,4.11,12.96385,103.34339,
AEA70,15/10/2022,,4.11,12.96385,103.34339,
AEA71,12/06/2022,,4.07,12.96896,103.34762,
AEA71,15/10/2022,,3.4,12.96896,103.34762,
AEA72,10/05/2022,,3.7,12.96872,103.3473,
AEA72,15/10/2022,,2.4,12.96872,103.3473,
AEA73,06/06/2024,26/09/2024,7.52,12.95971,103.26015,"POLYGON ((103.25972553385168 12.959217883774649, 103.25963542088273 12.959918165930247, 103.26026715712318 12.960043985506344, 103.26063177443578 12.960116603677026, 103.26064911566203 12.960041704290582, 103.2606902278029 12.959434866184592, 103.25972553385168 12.959217883774649))"
AEA73,11/06/2023,21/09/2023,5.33,12.95969,103.2602,"POLYGON ((103.25972553385168 12.959217883774649, 103.25963542088273 12.959918165930247, 103.26026715712318 12.960043985506344, 103.26063177443578 12.960116603677026, 103.26064911566203 12.960041704290582, 103.2606902278029 12.959434866184592, 103.25972553385168 12.959217883774649))"
AEA73,11/10/2024,17/01/2025,4.55,12.95971,103.26015,"POLYGON ((103.25972553385168 12.959217883774649, 103.25963542088273 12.959918165930247, 103.26026715712318 12.960043985506344, 103.26063177443578 12.960116603677026, 103.26064911566203 12.960041704290582, 103.2606902278029 12.959434866184592, 103.25972553385168 12.959217883774649))"
AEA73,15/10/2022,,3.37,12.95969,103.2602,"POLYGON ((103.25972553385168 12.959217883774649, 103.25963542088273 12.959918165930247, 103.26026715712318 12.960043985506344, 103.26063177443578 12.960116603677026, 103.26064911566203 12.960041704290582, 103.2606902278029 12.959434866184592, 103.25972553385168 12.959217883774649))"
AEA73,22/05/2022,,3.25,12.95969,103.2602,"POLYGON ((103.25972553385168 12.959217883774649, 103.25963542088273 12.959918165930247, 103.26026715712318 12.960043985506344, 103.26063177443578 12.960116603677026, 103.26064911566203 12.960041704290582, 103.2606902278029 12.959434866184592, 103.25972553385168 12.959217883774649))"
AEA73,5/10/2023,05/01/2024,5.8,12.95969,103.2602,"POLYGON ((103.25972553385168 12.959217883774649, 103.25963542088273 12.959918165930247, 103.26026715712318 12.960043985506344, 103.26063177443578 12.960116603677026, 103.26064911566203 12.960041704290582, 103.2606902278029 12.959434866184592, 103.25972553385168 12.959217883774649))"
AEA74,02/10/2023,08/01/2024,6.24,12.95991,103.26292,"POLYGON ((103.2635805623805 12.959581299710024, 103.26226277074792 12.959548729261867, 103.26230267674995 12.960272403432077, 103.26248021615919 12.960269761615178, 103.2635353272039 12.96029598152206, 103.2635805623805 12.959581299710024))"
AEA74,06/06/2024,27/12/2024,6.69,12.96112,103.26249,"POLYGON ((103.26245671846488 12.960880066936424, 103.26212314954208 12.960877840857187, 103.26202031213967 12.960854195434912, 103.2619114474315 12.960855764694406, 103.26170422788029 12.960862417094662, 103.26165004500557 12.960848337347862, 103.26164066524802 12.960963069950706, 103.26168003405206 12.96113705621348, 103.26168857414218 12.961255734956554, 103.26394181474417 12.96130061466157, 103.26394009135777 12.96092827122636, 103.26245671846488 12.960880066936424))"
AEA74,10/05/2022,,4.15,12.95991,103.26292,"POLYGON ((103.2635805623805 12.959581299710024, 103.26226277074792 12.959548729261867, 103.26230267674995 12.960272403432077, 103.26248021615919 12.960269761615178, 103.2635353272039 12.96029598152206, 103.2635805623805 12.959581299710024))"
AEA74,13/06/2023,22/09/2023,5.85,12.95991,103.26292,"POLYGON ((103.2635805623805 12.959581299710024, 103.26226277074792 12.959548729261867, 103.26230267674995 12.960272403432077, 103.26248021615919 12.960269761615178, 103.2635353272039 12.96029598152206, 103.2635805623805 12.959581299710024))"
AEA74,15/10/2022,05/01/2023,3.42,12.95991,103.26292,"POLYGON ((103.2635805623805 12.959581299710024, 103.26226277074792 12.959548729261867, 103.26230267674995 12.960272403432077, 103.26248021615919 12.960269761615178, 103.2635353272039 12.96029598152206, 103.2635805623805 12.959581299710024))"
AEA74,22/08/2024,07/10/2024,6.7,12.96112,103.26249,"POLYGON ((103.26245671846488 12.960880066936424, 103.26212314954208 12.960877840857187, 103.26202031213967 12.960854195434912, 103.2619114474315 12.960855764694406, 103.26170422788029 12.960862417094662, 103.26165004500557 12.960848337347862, 103.26164066524802 12.960963069950706, 103.26168003405206 12.96113705621348, 103.26168857414218 12.961255734956554, 103.26394181474417 12.96130061466157, 103.26394009135777 12.96092827122636, 103.26245671846488 12.960880066936424))"
AEA76,06/06/2024,05/10/2024,5.22,12.95703,103.26318,"POLYGON ((103.26287385880785 12.956942251899957, 103.26286188586211 12.957317717261187, 103.26300061099431 12.957318323293423, 103.2635174321328 12.957337075552251, 103.26354322076388 12.956655932635105, 103.26339966945619 12.956656255490888, 103.26287843095886 12.956655840958303, 103.26287385880785 12.956942251899957))"
AEA76,10/10/2024,17/01/2025,5.93,12.95703,103.26318,"POLYGON ((103.26287385880785 12.956942251899957, 103.26286188586211 12.957317717261187, 103.26300061099431 12.957318323293423, 103.2635174321328 12.957337075552251, 103.26354322076388 12.956655932635105, 103.26339966945619 12.956656255490888, 103.26287843095886 12.956655840958303, 103.26287385880785 12.956942251899957))"
AEA76,11/06/2023,21/09/2023,6.02,12.95703,103.26319,"POLYGON ((103.26287385880785 12.956942251899957, 103.26286188586211 12.957317717261187, 103.26300061099431 12.957318323293423, 103.2635174321328 12.957337075552251, 103.26354322076388 12.956655932635105, 103.26339966945619 12.956656255490888, 103.26287843095886 12.956655840958303, 103.26287385880785 12.956942251899957))"
AEA76,15/10/2022,02/01/2023,3.99,12.95703,103.26319,"POLYGON ((103.26287385880785 12.956942251899957, 103.26286188586211 12.957317717261187, 103.26300061099431 12.957318323293423, 103.2635174321328 12.957337075552251, 103.26354322076388 12.956655932635105, 103.26339966945619 12.956656255490888, 103.26287843095886 12.956655840958303, 103.26287385880785 12.956942251899957))"
AEA76,22/05/2022,,3.4,12.95703,103.26319,"POLYGON ((103.26287385880785 12.956942251899957, 103.26286188586211 12.957317717261187, 103.26300061099431 12.957318323293423, 103.2635174321328 12.957337075552251, 103.26354322076388 12.956655932635105, 103.26339966945619 12.956656255490888, 103.26287843095886 12.956655840958303, 103.26287385880785 12.956942251899957))"
AEA76,30/09/2023,26/12/2023,5.22,12.95703,103.26319,"POLYGON ((103.26287385880785 12.956942251899957, 103.26286188586211 12.957317717261187, 103.26300061099431 12.957318323293423, 103.2635174321328 12.957337075552251, 103.26354322076388 12.956655932635105, 103.26339966945619 12.956656255490888, 103.26287843095886 12.956655840958303, 103.26287385880785 12.956942251899957))"
AEA77,10/05/2022,,3,12.957,103.264,"POLYGON ((103.2635174321328 12.957337075552251, 103.26448732621132 12.957357722322394, 103.26450273196956 12.956697280854348, 103.26357133848049 12.956655869387316, 103.26354322076388 12.956655932635105, 103.2635174321328 12.957337075552251))"
AEA77,15/10/2022,,3,12.957,103.264,"POLYGON ((103.2635174321328 12.957337075552251, 103.26448732621132 12.957357722322394, 103.26450273196956 12.956697280854348, 103.26357133848049 12.956655869387316, 103.26354322076388 12.956655932635105, 103.2635174321328 12.957337075552251))"
AEA78,15/10/2022,05/01/2023,5.56,12.91624,103.28199,"POLYGON ((103.28168399409927 12.915552079091706, 103.28165975044664 12.915765916033058, 103.28163172031032 12.916014457788558, 103.28159404223273 12.916295639586693, 103.28214384625086 12.916406464433852, 103.2823195511964 12.916416697946923, 103.28240010219808 12.91604605155185, 103.28242455242035 12.91589315001987, 103.2824745665041 12.915709804093844, 103.28168399409927 12.915552079091706))"
AEA78,22/05/2022,,2.8,12.91624,103.28199,"POLYGON ((103.28168399409927 12.915552079091706, 103.28165975044664 12.915765916033058, 103.28163172031032 12.916014457788558, 103.28159404223273 12.916295639586693, 103.28214384625086 12.916406464433852, 103.2823195511964 12.916416697946923, 103.28240010219808 12.91604605155185, 103.28242455242035 12.91589315001987, 103.2824745665041 12.915709804093844, 103.28168399409927 12.915552079091706))"
AEA79,10/05/2022,,3,12.91649,103.28252,"POLYGON ((103.28240010219808 12.91604605155185, 103.2823195511964 12.916416697946923, 103.2822594057736 12.916655462256104, 103.2822109336111 12.916886920710963, 103.28227703073647 12.91691315947571, 103.28248412464788 12.91700540195276, 103.28261954498366 12.917063141044373, 103.28266075073869 12.916935406965704, 103.28271548211407 12.91669842359897, 103.28284960152659 12.91612924476667, 103.28240010219808 12.91604605155185))"
AEA79,10/06/2024,17/01/2025,5.17,12.9165318,103.2825266,"POLYGON ((103.28240010219808 12.91604605155185, 103.2823195511964 12.916416697946923, 103.2822594057736 12.916655462256104, 103.2822109336111 12.916886920710963, 103.28227703073647 12.91691315947571, 103.28248412464788 12.91700540195276, 103.28261954498366 12.917063141044373, 103.28266075073869 12.916935406965704, 103.28271548211407 12.91669842359897, 103.28284960152659 12.91612924476667, 103.28240010219808 12.91604605155185))"
AEA79,12/09/2023,12/12/2023,4.51,12.91649,103.28252,"POLYGON ((103.28240010219808 12.91604605155185, 103.2823195511964 12.916416697946923, 103.2822594057736 12.916655462256104, 103.2822109336111 12.916886920710963, 103.28227703073647 12.91691315947571, 103.28248412464788 12.91700540195276, 103.28261954498366 12.917063141044373, 103.28266075073869 12.916935406965704, 103.28271548211407 12.91669842359897, 103.28284960152659 12.91612924476667, 103.28240010219808 12.91604605155185))"
AEA79,15/05/2023,11/09/2023,5.64,12.91649,103.28252,"POLYGON ((103.28240010219808 12.91604605155185, 103.2823195511964 12.916416697946923, 103.2822594057736 12.916655462256104, 103.2822109336111 12.916886920710963, 103.28227703073647 12.91691315947571, 103.28248412464788 12.91700540195276, 103.28261954498366 12.917063141044373, 103.28266075073869 12.916935406965704, 103.28271548211407 12.91669842359897, 103.28284960152659 12.91612924476667, 103.28240010219808 12.91604605155185))"
AEA79,15/10/2022,,3,12.91649,103.28252,"POLYGON ((103.28240010219808 12.91604605155185, 103.2823195511964 12.916416697946923, 103.2822594057736 12.916655462256104, 103.2822109336111 12.916886920710963, 103.28227703073647 12.91691315947571, 103.28248412464788 12.91700540195276, 103.28261954498366 12.917063141044373, 103.28266075073869 12.916935406965704, 103.28271548211407 12.91669842359897, 103.28284960152659 12.91612924476667, 103.28240010219808 12.91604605155185))"
AEA79,15/12/2023,,3.2,12.91649,103.28252,"POLYGON ((103.28240010219808 12.91604605155185, 103.2823195511964 12.916416697946923, 103.2822594057736 12.916655462256104, 103.2822109336111 12.916886920710963, 103.28227703073647 12.91691315947571, 103.28248412464788 12.91700540195276, 103.28261954498366 12.917063141044373, 103.28266075073869 12.916935406965704, 103.28271548211407 12.91669842359897, 103.28284960152659 12.91612924476667, 103.28240010219808 12.91604605155185))"
AEA79,22/10/2024,28/09/2024,4.96,12.9165318,103.2825266,"POLYGON ((103.28240010219808 12.91604605155185, 103.2823195511964 12.916416697946923, 103.2822594057736 12.916655462256104, 103.2822109336111 12.916886920710963, 103.28227703073647 12.91691315947571, 103.28248412464788 12.91700540195276, 103.28261954498366 12.917063141044373, 103.28266075073869 12.916935406965704, 103.28271548211407 12.91669842359897, 103.28284960152659 12.91612924476667, 103.28240010219808 12.91604605155185))"
AEA80,02/08/2023,26/10/2023,4.63,12.90307,103.25623,"POLYGON ((103.25682582612568 12.903034504140074, 103.25678514940822 12.90299405456159, 103.2567112883442 12.9028873763745, 103.25666944721752 12.902803870740438, 103.25666994957821 12.902731359662289, 103.25656511175622 12.90271487630202, 103.25636521202544 12.902643231203248, 103.25636271419872 12.90258151202211, 103.25620214782721 12.902533088176112, 103.25582223426235 12.902379862973868, 103.25573565082674 12.903370667729432, 103.25632738337013 12.903616637166632, 103.25645277643004 12.903674871066508, 103.25658696554392 12.903730293679866, 103.25664025845208 12.903638812708039, 103.25677018917793 12.903235371259541, 103.25682582612568 12.903034504140074))"
AEA80,05/11/2023,22/01/2024,4.26,12.90307,103.25623,"POLYGON ((103.25682582612568 12.903034504140074, 103.25678514940822 12.90299405456159, 103.2567112883442 12.9028873763745, 103.25666944721752 12.902803870740438, 103.25666994957821 12.902731359662289, 103.25656511175622 12.90271487630202, 103.25636521202544 12.902643231203248, 103.25636271419872 12.90258151202211, 103.25620214782721 12.902533088176112, 103.25582223426235 12.902379862973868, 103.25573565082674 12.903370667729432, 103.25632738337013 12.903616637166632, 103.25645277643004 12.903674871066508, 103.25658696554392 12.903730293679866, 103.25664025845208 12.903638812708039, 103.25677018917793 12.903235371259541, 103.25682582612568 12.903034504140074))"
AEA80,10/05/2022,,3.47,12.90307,103.25623,"POLYGON ((103.25682582612568 12.903034504140074, 103.25678514940822 12.90299405456159, 103.2567112883442 12.9028873763745, 103.25666944721752 12.902803870740438, 103.25666994957821 12.902731359662289, 103.25656511175622 12.90271487630202, 103.25636521202544 12.902643231203248, 103.25636271419872 12.90258151202211, 103.25620214782721 12.902533088176112, 103.25582223426235 12.902379862973868, 103.25573565082674 12.903370667729432, 103.25632738337013 12.903616637166632, 103.25645277643004 12.903674871066508, 103.25658696554392 12.903730293679866, 103.25664025845208 12.903638812708039, 103.25677018917793 12.903235371259541, 103.25682582612568 12.903034504140074))"
AEA80,15/10/2022,13/12/2022,4.53,12.90307,103.25623,"POLYGON ((103.25682582612568 12.903034504140074, 103.25678514940822 12.90299405456159, 103.2567112883442 12.9028873763745, 103.25666944721752 12.902803870740438, 103.25666994957821 12.902731359662289, 103.25656511175622 12.90271487630202, 103.25636521202544 12.902643231203248, 103.25636271419872 12.90258151202211, 103.25620214782721 12.902533088176112, 103.25582223426235 12.902379862973868, 103.25573565082674 12.903370667729432, 103.25632738337013 12.903616637166632, 103.25645277643004 12.903674871066508, 103.25658696554392 12.903730293679866, 103.25664025845208 12.903638812708039, 103.25677018917793 12.903235371259541, 103.25682582612568 12.903034504140074))"
AEA80,20/04/2023,25/07/2023,3.72,12.90307,103.25623,"POLYGON ((103.25682582612568 12.903034504140074, 103.25678514940822 12.90299405456159, 103.2567112883442 12.9028873763745, 103.25666944721752 12.902803870740438, 103.25666994957821 12.902731359662289, 103.25656511175622 12.90271487630202, 103.25636521202544 12.902643231203248, 103.25636271419872 12.90258151202211, 103.25620214782721 12.902533088176112, 103.25582223426235 12.902379862973868, 103.25573565082674 12.903370667729432, 103.25632738337013 12.903616637166632, 103.25645277643004 12.903674871066508, 103.25658696554392 12.903730293679866, 103.25664025845208 12.903638812708039, 103.25677018917793 12.903235371259541, 103.25682582612568 12.903034504140074))"
AEA81,10/05/2022,,3.74,12.90354,103.25697,"POLYGON ((103.25704331633717 12.903321361138833, 103.25677018917793 12.903235371259541, 103.25664025845205 12.903638812707946, 103.25658696554392 12.903730293679866, 103.25668341145752 12.903782225991064, 103.25693988780327 12.903886773513165, 103.25706235943535 12.903941529862754, 103.25719636657622 12.903600906742435, 103.2572829016413 12.903356108282312, 103.25704331633717 12.903321361138833))"
AEA81,15/10/2022,13/12/2022,4.66,12.90354,103.25697,"POLYGON ((103.25704331633717 12.903321361138833, 103.25677018917793 12.903235371259541, 103.25664025845205 12.903638812707946, 103.25658696554392 12.903730293679866, 103.25668341145752 12.903782225991064, 103.25693988780327 12.903886773513165, 103.25706235943535 12.903941529862754, 103.25719636657622 12.903600906742435, 103.2572829016413 12.903356108282312, 103.25704331633717 12.903321361138833))"
AEA82,10/05/2022,,3.3,12.90683,103.25772,"POLYGON ((103.25797239177513 12.906526265835176, 103.25751012678347 12.906319423005426, 103.25714927108886 12.906956012051966, 103.2572694636502 12.907026168952097, 103.25781439853064 12.907370600389171, 103.25784347874469 12.907395905709855, 103.25824657495798 12.906644323260368, 103.25797239177513 12.906526265835176))"
AEA82,15/10/2022,27/12/2023,4.44,12.90683,103.25772,"POLYGON ((103.25797239177513 12.906526265835176, 103.25751012678347 12.906319423005426, 103.25714927108886 12.906956012051966, 103.2572694636502 12.907026168952097, 103.25781439853064 12.907370600389171, 103.25784347874469 12.907395905709855, 103.25824657495798 12.906644323260368, 103.25797239177513 12.906526265835176))"
AEA83,01/05/2023,,4,12.90752,103.25723,"POLYGON ((103.2572694636502 12.907026168952097, 103.25676787379847 12.907898370354323, 103.2571155286357 12.908109233694463, 103.25728630493695 12.908232820811644, 103.25743358750184 12.907993519134264, 103.25781439853064 12.907370600389171, 103.2572694636502 12.907026168952097))"
AEA83,07/09/2023,30/11/2023,4.52,12.90752,103.25723,"POLYGON ((103.2572694636502 12.907026168952097, 103.25676787379847 12.907898370354323, 103.2571155286357 12.908109233694463, 103.25728630493695 12.908232820811644, 103.25743358750184 12.907993519134264, 103.25781439853064 12.907370600389171, 103.2572694636502 12.907026168952097))"
AEA83,07/12/2023,05/03/2024,5.84,12.90752,103.25723,"POLYGON ((103.2572694636502 12.907026168952097, 103.25676787379847 12.907898370354323, 103.2571155286357 12.908109233694463, 103.25728630493695 12.908232820811644, 103.25743358750184 12.907993519134264, 103.25781439853064 12.907370600389171, 103.2572694636502 12.907026168952097))"
AEA83,09/10/2024,17/09/2024,4.71,12.90752,103.25723,"POLYGON ((103.2572694636502 12.907026168952097, 103.25676787379847 12.907898370354323, 103.2571155286357 12.908109233694463, 103.25728630493695 12.908232820811644, 103.25743358750184 12.907993519134264, 103.25781439853064 12.907370600389171, 103.2572694636502 12.907026168952097))"
AEA83,10/05/2022,,3.2,12.90752,103.25723,"POLYGON ((103.2572694636502 12.907026168952097, 103.25676787379847 12.907898370354323, 103.2571155286357 12.908109233694463, 103.25728630493695 12.908232820811644, 103.25743358750184 12.907993519134264, 103.25781439853064 12.907370600389171, 103.2572694636502 12.907026168952097))"
AEA83,15/10/2022,,4.52,12.90752,103.25723,"POLYGON ((103.2572694636502 12.907026168952097, 103.25676787379847 12.907898370354323, 103.2571155286357 12.908109233694463, 103.25728630493695 12.908232820811644, 103.25743358750184 12.907993519134264, 103.25781439853064 12.907370600389171, 103.2572694636502 12.907026168952097))"
AEA83,26/06/2024,08/01/2025,7.31,12.90752,103.25723,"POLYGON ((103.2572694636502 12.907026168952097, 103.25676787379847 12.907898370354323, 103.2571155286357 12.908109233694463, 103.25728630493695 12.908232820811644, 103.25743358750184 12.907993519134264, 103.25781439853064 12.907370600389171, 103.2572694636502 12.907026168952097))"
AEA84,10/05/2022,,3.2,12.9053,103.25627,"POLYGON ((103.25610896060657 12.904951111529368, 103.25598232318352 12.904861300378238, 103.25584820415958 12.905217706178787, 103.25578160311112 12.905408187060173, 103.25651366774932 12.905731627442014, 103.25663329329973 12.905488407062458, 103.25669699453587 12.905372601521048, 103.25660385941131 12.905303103216461, 103.25610896060657 12.904951111529368))"
AEA84,15/10/2022,09/01/2023,4.44,12.9053,103.25627,"POLYGON ((103.25610896060657 12.904951111529368, 103.25598232318352 12.904861300378238, 103.25584820415958 12.905217706178787, 103.25578160311112 12.905408187060173, 103.25651366774932 12.905731627442014, 103.25663329329973 12.905488407062458, 103.25669699453587 12.905372601521048, 103.25660385941131 12.905303103216461, 103.25610896060657 12.904951111529368))"
AEA85,01/05/2023,,4.5,12.90492,103.25643,"POLYGON ((103.25656304140439 12.904742364049694, 103.25632790548418 12.904639715217687, 103.2561978152889 12.904582924085918, 103.25614497023771 12.90482077199702, 103.25610896060657 12.904951111529368, 103.25660385941133 12.905303103216461, 103.25670620705426 12.90509858895145, 103.2567986536985 12.904845220560826, 103.25656304140439 12.904742364049694))"
AEA85,07/09/2023,,4,12.90492,103.25643,"POLYGON ((103.25656304140439 12.904742364049694, 103.25632790548418 12.904639715217687, 103.2561978152889 12.904582924085918, 103.25614497023771 12.90482077199702, 103.25610896060657 12.904951111529368, 103.25660385941133 12.905303103216461, 103.25670620705426 12.90509858895145, 103.2567986536985 12.904845220560826, 103.25656304140439 12.904742364049694))"
AEA85,07/12/2023,26/02/2024,4.26,12.90492,103.25643,"POLYGON ((103.25656304140439 12.904742364049694, 103.25632790548418 12.904639715217687, 103.2561978152889 12.904582924085918, 103.25614497023771 12.90482077199702, 103.25610896060657 12.904951111529368, 103.25660385941133 12.905303103216461, 103.25670620705426 12.90509858895145, 103.2567986536985 12.904845220560826, 103.25656304140439 12.904742364049694))"
AEA85,10/05/2022,,4.2,12.90492,103.25643,"POLYGON ((103.25656304140439 12.904742364049694, 103.25632790548418 12.904639715217687, 103.2561978152889 12.904582924085918, 103.25614497023771 12.90482077199702, 103.25610896060657 12.904951111529368, 103.25660385941133 12.905303103216461, 103.25670620705426 12.90509858895145, 103.2567986536985 12.904845220560826, 103.25656304140439 12.904742364049694))"
AEA85,11/06/2024,27/12/2024,5.02,12.90492,103.25643,"POLYGON ((103.25656304140439 12.904742364049694, 103.25632790548418 12.904639715217687, 103.2561978152889 12.904582924085918, 103.25614497023771 12.90482077199702, 103.25610896060657 12.904951111529368, 103.25660385941133 12.905303103216461, 103.25670620705426 12.90509858895145, 103.2567986536985 12.904845220560826, 103.25656304140439 12.904742364049694))"
AEA85,15/10/2022,,4.19,12.90492,103.25643,"POLYGON ((103.25656304140439 12.904742364049694, 103.25632790548418 12.904639715217687, 103.2561978152889 12.904582924085918, 103.25614497023771 12.90482077199702, 103.25610896060657 12.904951111529368, 103.25660385941133 12.905303103216461, 103.25670620705426 12.90509858895145, 103.2567986536985 12.904845220560826, 103.25656304140439 12.904742364049694))"
AEA85,23/09/2024,07/10/2024,4.6,12.90492,103.25643,"POLYGON ((103.25656304140439 12.904742364049694, 103.25632790548418 12.904639715217687, 103.2561978152889 12.904582924085918, 103.25614497023771 12.90482077199702, 103.25610896060657 12.904951111529368, 103.25660385941133 12.905303103216461, 103.25670620705426 12.90509858895145, 103.2567986536985 12.904845220560826, 103.25656304140439 12.904742364049694))"
AEA86,01/05/2023,,5,12.90648,103.257,"POLYGON ((103.25724032253993 12.906202829024307, 103.25683704940718 12.906025375646319, 103.25650930400265 12.906604966695873, 103.25680557639754 12.906771960928172, 103.25714927108886 12.906956012051966, 103.25751012678347 12.906319423005426, 103.25724032253993 12.906202829024307))"
AEA86,07/09/2023,30/11/2023,3.67,12.90648,103.257,"POLYGON ((103.25724032253993 12.906202829024307, 103.25683704940718 12.906025375646319, 103.25650930400265 12.906604966695873, 103.25680557639754 12.906771960928172, 103.25714927108886 12.906956012051966, 103.25751012678347 12.906319423005426, 103.25724032253993 12.906202829024307))"
AEA86,07/12/2023,30/11/2023,5,12.90648,103.257,"POLYGON ((103.25724032253993 12.906202829024307, 103.25683704940718 12.906025375646319, 103.25650930400265 12.906604966695873, 103.25680557639754 12.906771960928172, 103.25714927108886 12.906956012051966, 103.25751012678347 12.906319423005426, 103.25724032253993 12.906202829024307))"
AEA86,10/05/2022,,2.01,12.90648,103.257,"POLYGON ((103.25724032253993 12.906202829024307, 103.25683704940718 12.906025375646319, 103.25650930400265 12.906604966695873, 103.25680557639754 12.906771960928172, 103.25714927108886 12.906956012051966, 103.25751012678347 12.906319423005426, 103.25724032253993 12.906202829024307))"
AEA86,15/10/2022,,3.6,12.90648,103.257,"POLYGON ((103.25724032253993 12.906202829024307, 103.25683704940718 12.906025375646319, 103.25650930400265 12.906604966695873, 103.25680557639754 12.906771960928172, 103.25714927108886 12.906956012051966, 103.25751012678347 12.906319423005426, 103.25724032253993 12.906202829024307))"
AEA86,16/08/2024,13/09/2024,4.14,12.90648,103.257,"POLYGON ((103.25724032253993 12.906202829024307, 103.25683704940718 12.906025375646319, 103.25650930400265 12.906604966695873, 103.25680557639754 12.906771960928172, 103.25714927108886 12.906956012051966, 103.25751012678347 12.906319423005426, 103.25724032253993 12.906202829024307))"
AEA86,27/05/2024,04/01/2025,7.48,12.90648,103.257,"POLYGON ((103.25724032253993 12.906202829024307, 103.25683704940718 12.906025375646319, 103.25650930400265 12.906604966695873, 103.25680557639754 12.906771960928172, 103.25714927108886 12.906956012051966, 103.25751012678347 12.906319423005426, 103.25724032253993 12.906202829024307))"
AEA87,10/05/2022,,5,12.93545,103.26502,"POLYGON ((103.26530613800827 12.93503822938694, 103.2651251529982 12.93503396463453, 103.26478807004555 12.935037079853805, 103.26464293719619 12.935038410365522, 103.26460091164095 12.935031252487876, 103.26457442693764 12.935204727099142, 103.26455477801547 12.935875118940809, 103.26471618277914 12.935867208392597, 103.26539085607098 12.935787894795395, 103.2655005633982 12.935048783149789, 103.26530613800827 12.93503822938694))"
AEA87,10/06/2024,12/01/2025,6,12.93545,103.26502,"POLYGON ((103.26530613800827 12.93503822938694, 103.2651251529982 12.93503396463453, 103.26478807004555 12.935037079853805, 103.26464293719619 12.935038410365522, 103.26460091164095 12.935031252487876, 103.26457442693764 12.935204727099142, 103.26455477801547 12.935875118940809, 103.26471618277914 12.935867208392597, 103.26539085607098 12.935787894795395, 103.2655005633982 12.935048783149789, 103.26530613800827 12.93503822938694))"
AEA87,15/10/2022,,5.5,12.93545,103.26502,"POLYGON ((103.26530613800827 12.93503822938694, 103.2651251529982 12.93503396463453, 103.26478807004555 12.935037079853805, 103.26464293719619 12.935038410365522, 103.26460091164095 12.935031252487876, 103.26457442693764 12.935204727099142, 103.26455477801547 12.935875118940809, 103.26471618277914 12.935867208392597, 103.26539085607098 12.935787894795395, 103.2655005633982 12.935048783149789, 103.26530613800827 12.93503822938694))"
AEA87,17/10/2024,24/09/2024,5.92,12.93545,103.26502,"POLYGON ((103.26530613800827 12.93503822938694, 103.2651251529982 12.93503396463453, 103.26478807004555 12.935037079853805, 103.26464293719619 12.935038410365522, 103.26460091164095 12.935031252487876, 103.26457442693764 12.935204727099142, 103.26455477801547 12.935875118940809, 103.26471618277914 12.935867208392597, 103.26539085607098 12.935787894795395, 103.2655005633982 12.935048783149789, 103.26530613800827 12.93503822938694))"
AEA87,20/05/2023,19/09/2023,3.49,12.93545,103.26502,"POLYGON ((103.26530613800827 12.93503822938694, 103.2651251529982 12.93503396463453, 103.26478807004555 12.935037079853805, 103.26464293719619 12.935038410365522, 103.26460091164095 12.935031252487876, 103.26457442693764 12.935204727099142, 103.26455477801547 12.935875118940809, 103.26471618277914 12.935867208392597, 103.26539085607098 12.935787894795395, 103.2655005633982 12.935048783149789, 103.26530613800827 12.93503822938694))"
AEA87,25/09/2023,15/12/2023,6.46,12.93545,103.26502,"POLYGON ((103.26530613800827 12.93503822938694, 103.2651251529982 12.93503396463453, 103.26478807004555 12.935037079853805, 103.26464293719619 12.935038410365522, 103.26460091164095 12.935031252487876, 103.26457442693764 12.935204727099142, 103.26455477801547 12.935875118940809, 103.26471618277914 12.935867208392597, 103.26539085607098 12.935787894795395, 103.2655005633982 12.935048783149789, 103.26530613800827 12.93503822938694))"
AEA88,10/05/2022,,4,12.92316,103.2699,"POLYGON ((103.27024142869953 12.922588578917113, 103.26964050919517 12.922400445446279, 103.26933583509818 12.923426975989088, 103.27026275936686 12.923717716931524, 103.2703715904507 12.92262890229525, 103.27024142869953 12.922588578917113))"
AEA88,15/10/2022,,4.2,12.92316,103.2699,"POLYGON ((103.27024142869953 12.922588578917113, 103.26964050919517 12.922400445446279, 103.26933583509818 12.923426975989088, 103.27026275936686 12.923717716931524, 103.2703715904507 12.92262890229525, 103.27024142869953 12.922588578917113))"
AEA89,10/05/2022,,5,12.92375,103.26388,"POLYGON ((103.26352783204739 12.923890823335698, 103.2639830845942 12.924092677027847, 103.26419964606579 12.923612533927638, 103.26411058279994 12.923555846135933, 103.2636088984947 12.923473588129825, 103.26352783204739 12.923890823335698))"
